AREACD,AnualIncomeBeforeIncome,AnualIncomeAfterHousing
E02001302,28.783,27.937
E02001303,29.049,26.906
E02001304,34.317,34.264
E02001305,32.309,32.373
E02001306,31.174,29.848
E02001307,34.021,34.689
E02001308,31.311,30.363
E02001309,31.526,30.362
E02001310,29.111,27.967
E02001311,31.35,28.905
E02001312,31.727,29.935
E02001313,28.252,27.65
E02001314,33.654,34.781
E02001315,36.239,37.963
E02001316,27.903,25.777
E02001317,32.457,30.07
E02001318,30.483,29.003
E02001319,30.139,29.198
E02001320,30.89,29.01
E02001321,31.724,31.917
E02001322,32.922,31.576
E02001323,34.122,31.292
E02001324,30.447,28.955
E02001325,35.716,36.29
E02001326,34.364,32.187
E02001327,28.156,23.963
E02001328,33.232,29.22
E02001329,26.289,23.992
E02001330,29.508,24.88
E02001331,29.153,26.859
E02001332,27.196,24.802
E02001333,29.873,28.931
E02001334,27.306,23.791
E02001335,34.318,32.854
E02001336,26.428,23.166
E02001337,32.062,29.536
E02001338,32.478,27.365
E02001339,28.739,26.866
E02001340,35.048,35.713
E02001341,29.054,26.109
E02001342,35.634,37.673
E02001343,34.523,35.665
E02001344,30.878,30.15
E02001345,32.655,33.761
E02001346,30.103,25.383
E02001347,31.674,25.806
E02001348,32.518,28.524
E02001349,32.203,31.401
E02001350,27.839,23.968
E02001351,29.137,24.992
E02001352,27.31,23.149
E02001353,34.276,32.465
E02001354,28.672,24.805
E02001355,28.447,23.159
E02001356,31.368,25.464
E02001357,28.851,24.719
E02001358,27.242,22.066
E02001359,33.524,29.302
E02001360,25.084,20.583
E02001361,28.635,24.872
E02001362,32.115,28.498
E02001363,28.664,23.721
E02001364,24.508,23.311
E02001365,27.998,23.711
E02001366,29.6,25.412
E02001367,35.01,33.434
E02001368,23.974,20.823
E02001369,25.588,22.557
E02001370,23.219,20.251
E02001371,29.736,25.336
E02001372,30.113,29.26
E02001373,29.174,26.24
E02001374,24.601,21.062
E02001375,30.242,26.676
E02001376,24.498,22.145
E02001377,27.382,25.318
E02001378,30.122,27.527
E02001380,37.404,36.056
E02001381,28.608,23.67
E02001382,37.797,35.244
E02001383,27.948,23.549
E02001384,26.397,26.168
E02001385,22.699,20.188
E02001386,27.673,24.164
E02001387,41.268,37.735
E02001388,35.421,37.063
E02001389,30.648,23.532
E02001390,26.416,21.752
E02001391,29.255,23.992
E02001392,38.251,35.914
E02001393,42.545,41.07
E02001394,33.961,31.518
E02001395,38.038,36.578
E02001396,33.809,30.291
E02001397,32.672,32.831
E02001398,35.795,32.797
E02001399,38.177,39.323
E02001400,33.216,34.443
E02001401,34.944,34.376
E02001402,39.944,36.115
E02001403,30.687,28.34
E02001404,31.356,27.556
E02001405,26.925,23.832
E02006932,33.018,27.688
E02006933,38.516,32.034
E02006934,46.9,30.102
E02001406,36.287,35.669
E02001407,32.16,36.073
E02001408,35.283,33.001
E02001409,30.14,28.365
E02001410,31.239,29.137
E02001411,31.967,29.039
E02001412,34.345,32.707
E02001413,30.44,30.455
E02001414,34.458,35.484
E02001415,33.247,30.125
E02001416,27.796,25.162
E02001417,26.042,22.892
E02001418,31.622,28.672
E02001419,26.29,23.779
E02001420,35.721,33.13
E02001421,32.4,27.871
E02001422,27.664,25.52
E02001423,35.549,35.926
E02001425,30.592,29.473
E02001426,32.132,31.989
E02001427,31.072,28.771
E02001428,37.25,40.391
E02006935,28.966,26.684
E02006936,34.169,29.817
E02001429,33.787,30.395
E02001430,35.518,34.649
E02001431,33.252,28.151
E02001432,27.556,25.023
E02001433,32.539,27.508
E02001434,33.744,31.276
E02001435,32.681,29.857
E02001436,34.896,32.744
E02001437,36.825,34.387
E02001438,36.132,31.787
E02001439,33.269,28.328
E02001440,37.693,38.038
E02001441,41.584,38.875
E02001442,39.187,35.804
E02001443,41.523,39.456
E02001444,39.381,36.052
E02001445,34.366,35.312
E02001446,36.591,35.912
E02001447,34.197,34.042
E02001448,36.528,35.059
E02001449,36.113,33.959
E02001450,38.343,37.491
E02001451,30.648,25.431
E02001452,27.92,25.553
E02001453,37.618,36.668
E02001454,34.7,32.699
E02001455,33.577,32.271
E02001456,37.5,35.165
E02001457,29.769,25.123
E02001458,35.364,34.043
E02001459,31.862,27.777
E02001460,29.317,26.586
E02001461,33.643,30.756
E02001462,26.906,22.397
E02001463,31.1,25.758
E02001464,27.037,22.479
E02001465,23.934,21.242
E02001466,29.496,24.644
E02001467,31.81,30.382
E02001468,33.1,31.227
E02001469,35.386,34.927
E02001470,36.994,35.017
E02001471,28.449,25.094
E02001472,35.422,30.093
E02001473,31.231,29.515
E02001474,25.633,20.452
E02001475,28.351,25.03
E02001476,28.747,23.251
E02001477,28.677,24.352
E02001478,30.243,29.399
E02001479,39.883,35.644
E02001480,38.987,35.468
E02001481,36.056,32.298
E02001482,22.245,16.147
E02001483,33.923,34.457
E02001484,35.203,33.314
E02001485,30.294,26.387
E02001486,33.807,31.582
E02001487,26.689,21.386
E02001488,32.507,28.511
E02001489,37.88,36.241
E02001490,34.339,32.414
E02001491,29.079,26.06
E02001492,38.881,35.315
E02001493,26.18,21.787
E02001494,44.908,41.173
E02001495,31.52,30.41
E02001496,37.07,36.171
E02001497,30.889,27.15
E02001498,36.213,34.455
E02001499,36.012,35.187
E02001500,36.122,34.423
E02001501,38.056,34.67
E02001502,36.907,31.209
E02001503,36.935,34.189
E02001504,35.516,38.911
E02001505,33.942,31.895
E02001506,47.6,44.198
E02001507,35.756,36.759
E02001508,34.065,28.926
E02002653,26.956,22.963
E02002654,25.471,21.317
E02002655,27.227,24.598
E02002656,32.172,31.707
E02002657,30.619,29.989
E02002658,32.484,30.863
E02002659,27.517,23.424
E02002660,29.007,25.348
E02002661,31.019,27.543
E02002662,28.393,27.542
E02002663,30.515,30.117
E02002664,34.131,33.235
E02002665,34.786,31.874
E02002666,28.168,24.313
E02002667,31.381,27.667
E02002668,25.597,22.763
E02002669,34.419,29.482
E02002670,29.441,26.702
E02002671,31.286,27.676
E02002672,27.313,25.287
E02002673,28.654,26.662
E02002674,31.849,29.525
E02002675,23.713,20.072
E02002676,33.357,29.602
E02002677,29.084,24.073
E02002678,33.115,29.529
E02002679,31.822,30.181
E02002680,26.5,22.111
E02002681,27.529,21.55
E02002682,27.214,26.648
E02006813,30.166,26.907
E02007079,32.576,31.541
E02007080,46.783,34.296
E02002684,31.571,30.917
E02002685,31.563,32.837
E02002686,26.575,23.777
E02002687,28.863,27.513
E02002688,28.939,26.981
E02002689,33.666,33.454
E02002691,35.237,34.687
E02002692,39.188,40.211
E02002693,34.007,34.086
E02002694,36.658,37.031
E02002695,32.25,30.332
E02002696,37.43,38.629
E02002697,35.229,34.237
E02002698,34.992,35.096
E02002699,40.814,37.686
E02002700,30.405,28.958
E02002701,36.797,36.132
E02002702,38.66,34.62
E02002703,40.991,39.04
E02002704,32.313,33.059
E02002705,37.966,38.349
E02002706,37.459,34.586
E02002707,40.328,38.805
E02002708,35.281,34.444
E02002709,33.492,33.347
E02002710,36.777,36.589
E02002711,38.656,40.384
E02002712,33.007,32.694
E02002714,32.86,32.221
E02002715,40.672,38.132
E02002716,33.739,31.95
E02002717,34.182,31.32
E02002718,44.496,40.596
E02002719,40.308,38.306
E02002720,35.947,36.055
E02002721,33.43,34.411
E02002722,29.629,26.589
E02002723,32.441,30.995
E02002724,30.003,27.808
E02002725,35.283,36.211
E02006814,33.804,32.314
E02006891,36.096,35.716
E02006892,31.453,30.039
E02002726,31.213,29.768
E02002727,22.71,19.497
E02002728,28.32,23.016
E02002729,30.75,27.129
E02002730,29.522,23.266
E02002731,28.51,22.056
E02002732,35.019,34.357
E02002733,30.281,26.732
E02002734,31.386,29.105
E02002736,29.011,23.447
E02002737,32.775,29.717
E02002738,31.331,29.481
E02002739,31.424,28.319
E02002740,29.258,28.113
E02002741,37.887,32.679
E02002743,30.186,27.945
E02002744,27.759,23.43
E02002745,33.435,34.893
E02002746,35.337,33.139
E02002747,35.744,35.03
E02002748,36.165,35.479
E02007081,32.873,30.474
E02002749,32.979,33.312
E02002750,33.823,34.399
E02002751,34.701,33.322
E02002752,31.996,30.988
E02002753,32.091,31.876
E02002754,32.852,31.953
E02002755,28.601,27.225
E02002756,28.81,24.789
E02002757,33.512,31.069
E02002758,31.484,27.455
E02002759,33.566,31.935
E02002760,32.138,31.105
E02002761,34.519,32.875
E02002762,31.696,29.431
E02002763,31.33,27.717
E02002764,30.518,26.912
E02002765,30.979,28.662
E02002766,34.073,31.851
E02002767,34.639,31.852
E02002768,36.573,34.186
E02002769,34.633,35.831
E02002770,34.933,33.828
E02002771,35.272,36.395
E02002772,41.771,38.76
E02002773,37.641,37.626
E02002774,40.81,39.882
E02002775,35.769,35.051
E02002776,34.799,36.059
E02002777,39.884,41.198
E02002778,39.586,40.579
E02002779,39.078,40.884
E02002780,33.498,32.572
E02002781,37.02,34.828
E02002782,42.831,39.42
E02002783,37.006,38.911
E02002784,36.72,33.548
E02002785,37.357,34.771
E02002786,31.735,29.32
E02002787,37.408,36.405
E02002788,41.7,41.425
E02002789,33.873,31.006
E02002790,36.518,34.957
E02002791,40.158,40.216
E02002792,45.924,41.129
E02002793,36.36,35.769
E02002794,45.796,32.151
E02002795,38.513,39.317
E02005742,35.739,34.501
E02005744,36.271,35.418
E02005746,35.43,37.244
E02005747,34.137,33.526
E02005748,38.497,36.681
E02005749,36.048,35.649
E02007041,37.452,40.628
E02005750,37.754,33.259
E02005751,40.796,38.75
E02005752,39.344,35.784
E02005754,37.096,38.98
E02005755,37.125,35.437
E02005756,38.699,40.559
E02005757,36.763,35.226
E02005758,35.846,34.678
E02005759,39.116,37.734
E02005760,38.765,37.474
E02007042,35.22,33.892
E02007043,35.39,32.518
E02005761,36.32,37.666
E02005762,40.652,37.733
E02005763,37.617,39.517
E02005764,34.388,36.83
E02005765,38.398,39.666
E02005766,38.931,36.483
E02005767,43.115,41.681
E02005768,37.561,40.383
E02005769,35.859,34.729
E02005770,37.777,38.517
E02005771,39.383,34.856
E02005772,41.757,42.519
E02005773,35.607,35.051
E02005774,36.677,36.242
E02005775,41.605,39.617
E02005776,40.952,42.995
E02005777,44.431,41.841
E02005778,40.228,38.202
E02005779,46.321,42.383
E02005780,47.085,44.438
E02005781,44.995,43.065
E02005782,38.877,39.49
E02005783,37.273,33.535
E02005784,39.371,35.171
E02005785,35.458,34.491
E02005786,34.195,37.285
E02005787,36.187,36.806
E02005788,36.501,34.641
E02005789,33.84,34.333
E02005790,36.358,37.444
E02005791,33.371,32.896
E02005794,37.057,38.272
E02007044,31.814,34.09
E02007045,36.322,35.883
E02005795,30.222,31.824
E02005796,32.924,33.642
E02005797,30.662,31.358
E02005798,35.214,35.914
E02005799,35.307,34.841
E02005800,27.693,25.344
E02005801,30.771,28.866
E02005802,33.133,30.63
E02005803,33.198,29.857
E02005804,31.676,29.066
E02005805,33.592,33.219
E02005806,31.099,29.577
E02005807,33.341,35.304
E02005808,32.068,32.529
E02005809,35.74,33.857
E02005810,40.411,39.317
E02005811,39.934,37.413
E02005812,38.584,37.302
E02005813,33.565,30.404
E02005814,35.729,37.271
E02005815,36.023,34.979
E02005816,37.347,37.846
E02005817,37.106,36.448
E02005818,38.087,37.004
E02001509,34.494,32.378
E02001510,31.705,27.938
E02001511,31.967,29.507
E02001512,35.376,34.764
E02001513,34.327,34.262
E02001514,31.03,29.695
E02001515,27.94,26.571
E02001516,31.481,29.558
E02001517,32.44,32.257
E02001518,33.238,32.09
E02001519,31.554,29.143
E02001520,35.069,34.626
E02001521,31.958,28.459
E02001522,29.928,26.88
E02001523,33.472,31.696
E02001524,38.936,40.879
E02001525,27.346,23.606
E02001526,27.713,26.205
E02001527,34.175,32.374
E02001528,32.152,28.471
E02001529,29.983,28.887
E02001530,30.832,27.249
E02001531,29.851,28.468
E02001532,37.191,35.776
E02001533,31.41,29.144
E02001534,33.447,32.659
E02001535,36.716,42.164
E02001536,33.676,32.115
E02001537,32.9,29.142
E02001538,31.303,29.497
E02001539,30.108,27.534
E02001540,32.684,29.618
E02001541,31.138,29.248
E02001542,30.687,26.27
E02001543,30.664,27.752
E02001544,32.121,30.602
E02001545,34.305,32.71
E02001546,34.705,34.577
E02001547,31.19,29.003
E02001548,29.067,24.882
E02001549,33.996,31.478
E02001550,32.678,29.39
E02001551,31.238,28.957
E02001552,31.932,29.64
E02001553,31.675,30.756
E02001554,34.6,31.837
E02001555,32.336,33.342
E02001556,30.446,27.498
E02001557,32.501,29.502
E02001558,34.637,33.925
E02001559,37.682,37.319
E02001560,29.746,23.345
E02001561,27.445,25.695
E02001562,31.19,28.674
E02001563,37.847,34.224
E02001564,38.333,37.801
E02001565,39.597,38.328
E02001566,33.787,30.855
E02001567,30.27,28.351
E02001568,30.866,27.904
E02001569,30.217,26.037
E02001570,27.817,24.183
E02001571,35.217,32.029
E02001572,30.406,27.338
E02001573,30.9,27.91
E02001574,35.727,33.185
E02001575,30.477,29.616
E02001576,41.135,35.717
E02001577,37.522,35.99
E02001578,34.147,30.451
E02001579,32.102,29.665
E02001580,32.068,29.891
E02001581,32.341,30.747
E02001582,33.423,28.897
E02001583,31.989,27.853
E02001584,35.793,35.236
E02001585,28.373,24.293
E02001586,28.312,26.418
E02001587,28.08,25.994
E02001588,29.698,27.114
E02001589,36.508,35.159
E02001590,27.438,25.035
E02001591,27.65,24.206
E02001592,32.17,31.229
E02001593,28.444,22.296
E02001594,27.785,21.964
E02001595,34.954,33.419
E02001596,33.326,31.471
E02001597,30.494,25.348
E02001598,33.188,32.364
E02001600,34.28,33.143
E02001602,32.656,30.545
E02001603,32.644,29.006
E02001604,38.397,35.731
E02001605,34.441,31.887
E02001606,33.709,31.159
E02001607,31.464,31.205
E02001608,35.352,33.581
E02001609,36.306,34.609
E02001610,35.729,34.715
E02007002,36.352,35.203
E02001611,33.586,30.653
E02001612,34.459,33.264
E02001613,32.503,31.347
E02001614,34.854,34.529
E02001615,36.239,36.627
E02001616,30.086,28.887
E02001617,31.056,25.724
E02001618,39.513,37.197
E02001619,29.289,26.889
E02001620,28.591,24.884
E02001621,29.444,26.953
E02001622,29.648,26.696
E02001623,26.524,21.982
E02001624,30.786,27.607
E02001625,28.204,27.023
E02001626,36.278,34.127
E02001627,35.342,30.637
E02001628,25.792,20.759
E02001629,27.696,24.148
E02001630,27.893,23.437
E02001631,36.204,34.274
E02001632,25.915,20.385
E02001633,36.484,37.789
E02001634,38.228,36.585
E02001635,31.157,31.966
E02001636,25.983,25.074
E02001637,24.456,19.396
E02001638,34.232,34.077
E02001639,38.166,36.63
E02001640,32.596,31.086
E02001642,31.658,29.21
E02001643,40.9,41.504
E02001646,39.707,34.402
E02001647,32.304,30.249
E02001648,49.624,39.623
E02001649,27.456,24.489
E02001650,29.839,25.997
E02001651,51.586,44.21
E02001652,30.806,27.325
E02001653,30.326,26.952
E02001654,32.038,30.065
E02001655,30.254,26.938
E02001656,45.889,40.254
E02001657,46.606,43.524
E02001658,26.063,23.94
E02001659,29.598,26.374
E02001660,42.384,37.997
E02001661,30.732,27.252
E02001662,31.469,29.638
E02001663,40.454,36.709
E02001664,32.922,30.949
E02001665,48.615,44.181
E02001666,31.235,28.113
E02001669,37.82,36.362
E02001670,28.88,25.159
E02001671,34.18,33.411
E02001672,32.919,32.071
E02001673,37.744,34.756
E02001674,36.384,38.95
E02001675,30.241,28.903
E02001676,40.204,41.877
E02001678,46.373,44.183
E02001679,32.771,29.849
E02001680,27.283,23.716
E02001681,42.113,40.247
E02006803,37.061,35.449
E02006843,36.625,30.684
E02006844,32.434,24.719
E02006868,29.362,26.538
E02006869,31.684,30.258
E02002183,40.751,40.557
E02002184,46.667,40.564
E02002185,41.112,41.317
E02002187,43.695,42.052
E02002188,38.942,34.295
E02002189,30.71,27.738
E02002190,28.6,23.946
E02002191,28.526,24.926
E02002192,40.815,39.752
E02002193,27.853,23.982
E02002194,31.48,29.319
E02002195,37.315,40.801
E02002196,35.353,33.241
E02002197,36.753,33.589
E02002198,35.075,35.22
E02002199,39.423,38.348
E02002200,41.576,38.937
E02002201,36.378,31.379
E02002202,34.787,31.557
E02002203,30.379,27.434
E02002204,38.606,37.469
E02002205,35.841,33.672
E02002206,32.791,29.178
E02002207,31.438,27.675
E02002208,32.665,26.627
E02002209,29.331,26.856
E02002210,32.427,28.58
E02002211,31.642,27.181
E02002212,29.854,24.92
E02002213,35.619,32.29
E02002214,33.595,28.853
E02002215,26.284,21.976
E02002216,23.886,22.152
E02002217,27.177,22.773
E02002218,32.775,27.908
E02002219,26.864,20.555
E02002220,27.342,21.762
E02002222,30.298,26.329
E02002223,27.009,21.238
E02002224,23.95,18.044
E02002225,34.593,30.568
E02002226,25.507,20.409
E02002227,24.311,20.332
E02002228,29.327,25.304
E02002229,34.688,29.78
E02002230,25.903,19.723
E02002231,30.477,27.01
E02002232,26.827,22.021
E02002233,26.455,21.264
E02002234,26.185,22.012
E02002235,26.902,23.384
E02002236,31.512,27.951
E02002237,31.653,28.626
E02002238,30.016,25.526
E02002239,32.569,28.202
E02002240,35.342,31.45
E02002241,31.713,28.274
E02002242,32.576,30.011
E02002243,33.288,29.122
E02006945,36.824,39.742
E02006946,35.087,34.636
E02006947,24.6,18.928
E02006948,25.658,17.916
E02002244,33.828,31.902
E02002245,31,26.743
E02002246,35.791,34.537
E02002247,41.522,34.816
E02002248,31.572,28.176
E02002249,30.923,26.139
E02002250,37.638,32.195
E02002251,30.231,26.251
E02002252,35.289,31.006
E02002253,30.035,25.471
E02002254,40.613,37.628
E02002255,22.911,19.59
E02002256,34.341,29.379
E02002257,28.601,21.879
E02002258,36.466,32.096
E02002259,37.686,32.485
E02002260,33.852,29.737
E02002261,33.469,29.151
E02002262,33.785,30.441
E02002263,33.992,30.853
E02002264,40.785,36.417
E02002265,35.708,30.756
E02002266,36.772,33.518
E02002267,32.844,32.133
E02002268,33.783,29.68
E02002269,37.427,34.692
E02002270,40.382,36.957
E02002271,37.994,36.018
E02002272,33.536,31.034
E02002273,37.066,35.307
E02002274,36.066,34.691
E02002275,33.121,32.42
E02002276,32.881,29.92
E02002277,31.017,26.532
E02002278,34.719,31.082
E02002279,31.772,28.251
E02002280,26.197,21.724
E02002281,29.709,28.08
E02002282,29.193,24.474
E02002283,25.87,21.291
E02002284,33.335,30.089
E02002285,35.393,34.161
E02002286,29.536,25.962
E02002287,30.314,23.655
E02002288,31.709,31.547
E02002289,26.284,22.3
E02002290,38.21,35.051
E02002291,35.872,34.484
E02002292,36.465,35.817
E02002293,26.048,19.944
E02002294,26.401,20.73
E02002295,29.673,27.358
E02002296,35.931,34.299
E02002297,37.804,32.255
E02002298,32.846,29.893
E02002299,29.867,25.609
E02002300,39.285,35.728
E02002301,29.563,25.435
E02002302,38.911,35.932
E02002303,37.107,32.474
E02002304,33.079,29.124
E02002305,30.867,25.537
E02002306,36.244,35.649
E02002307,32.358,30.061
E02002308,35.591,32.86
E02002309,27.724,26.337
E02002310,32.302,29.645
E02002311,33.258,30.533
E02002312,31.361,27.374
E02002313,25.814,21.11
E02002314,37.581,32.437
E02002315,31.928,28.997
E02002316,35.911,36.113
E02002317,30.919,29.267
E02002318,30.524,27.651
E02002319,37.304,34.084
E02002320,34.207,33.774
E02002321,41.062,33.782
E02002322,37.218,31.299
E02002323,38,36.557
E02002324,36.312,36.805
E02002325,38.034,35.101
E02002326,40.536,37.207
E02002327,38.942,36.411
E02002328,40.129,36.973
